"","run","subid","age_days","age_years","gender","ethnicity","ethnicity_collapse","experimenter","location","game","character","version","subid_char","char_label","question","question_text","question_clar","capacity","response","response_num","comments","general_comments"
"31","run_05 dimkid4yo","CX01",1809,4.95616438356164,"f","A","A","cx","preschool",2,"robot",5,"CX01_robot","robot",13,"Can ___s hate someone?","like when you really don't like somebody","hate someone","no",0,NA,NA
"32","run_05 dimkid4yo","CX01",1809,4.95616438356164,"f","A","A","cx","preschool",2,"robot",5,"CX01_robot","robot",14,"Can ___s remember things?","like when you remember something that happened yesterday","remember things","kinda",0.5,NA,NA
"33","run_05 dimkid4yo","CX01",1809,4.95616438356164,"f","A","A","cx","preschool",2,"robot",5,"CX01_robot","robot",15,"Can ___s get sad?","like when you feel unhappy","get sad","no",0,NA,NA
"34","run_05 dimkid4yo","CX01",1809,4.95616438356164,"f","A","A","cx","preschool",2,"robot",5,"CX01_robot","robot",16,"Can ___s feel sorry?","like when you feel bad because you hurt somebody else","feel sorry","yes",1,NA,NA
"35","run_05 dimkid4yo","CX01",1809,4.95616438356164,"f","A","A","cx","preschool",2,"robot",5,"CX01_robot","robot",17,"Can ___s hear?","like when you hear sounds and noises","hear","no",0,NA,NA
"36","run_05 dimkid4yo","CX01",1809,4.95616438356164,"f","A","A","cx","preschool",2,"robot",5,"CX01_robot","robot",18,"Can ___s love someone?","like when you really like somebody and care about them a lot","love someone","yes",1,NA,NA
"37","run_05 dimkid4yo","CX02",1929,5.28493150684931,"f","H","H","cx","preschool",1,"robot",1,"CX02_robot","robot",1,"Can ___s love someone?","like when you really like somebody and care about them a lot","love someone","kinda",0.5,NA,NA
"38","run_05 dimkid4yo","CX02",1929,5.28493150684931,"f","H","H","cx","preschool",1,"robot",1,"CX02_robot","robot",2,"Can ___s hear?","like when you hear sounds and noises","hear","kinda",0.5,NA,NA
"39","run_05 dimkid4yo","CX02",1929,5.28493150684931,"f","H","H","cx","preschool",1,"robot",1,"CX02_robot","robot",3,"Can ___s feel sorry?","like when you feel bad because you hurt somebody else","feel sorry","no",0,NA,NA
"40","run_05 dimkid4yo","CX02",1929,5.28493150684931,"f","H","H","cx","preschool",1,"robot",1,"CX02_robot","robot",4,"Can ___s get sad?","like when you feel unhappy","get sad","no",0,NA,NA
"41","run_05 dimkid4yo","CX02",1929,5.28493150684931,"f","H","H","cx","preschool",1,"robot",1,"CX02_robot","robot",5,"Can ___s remember things?","like when you remember something that happened yesterday","remember things","no",0,NA,NA
"42","run_05 dimkid4yo","CX02",1929,5.28493150684931,"f","H","H","cx","preschool",1,"robot",1,"CX02_robot","robot",6,"Can ___s hate someone?","like when you really don't like somebody","hate someone","no",0,NA,NA
"43","run_05 dimkid4yo","CX02",1929,5.28493150684931,"f","H","H","cx","preschool",1,"robot",1,"CX02_robot","robot",7,"Can ___s get lonely?","like when you feel sad because you miss somebody","get lonely","yes",1,NA,NA
"44","run_05 dimkid4yo","CX02",1929,5.28493150684931,"f","H","H","cx","preschool",1,"robot",1,"CX02_robot","robot",8,"Can ___s feel tired?","like when you feel sleepy","feel tired","no",0,NA,NA
"45","run_05 dimkid4yo","CX02",1929,5.28493150684931,"f","H","H","cx","preschool",1,"robot",1,"CX02_robot","robot",9,"Can ___s figure things out?","like when you solve a puzzle or learn something new","figure things out","yes",1,NA,NA
"46","run_05 dimkid4yo","CX02",1929,5.28493150684931,"f","H","H","cx","preschool",1,"robot",1,"CX02_robot","robot",10,"Can ___s get scared?","like when you feel afraid","get scared","no",0,NA,NA
"47","run_05 dimkid4yo","CX02",1929,5.28493150684931,"f","H","H","cx","preschool",1,"robot",1,"CX02_robot","robot",11,"Can ___s see?","like when you see all the things that are around you","see","yes",1,NA,NA
"48","run_05 dimkid4yo","CX02",1929,5.28493150684931,"f","H","H","cx","preschool",1,"robot",1,"CX02_robot","robot",12,"Can ___s feel sick?","like when you feel like you might throw up","feel sick","no",0,NA,NA
"49","run_05 dimkid4yo","CX02",1929,5.28493150684931,"f","H","H","cx","preschool",1,"robot",1,"CX02_robot","robot",13,"Can ___s get thirsty?","like when you feel like you need to drink something","get thirsty","no",0,NA,NA
"50","run_05 dimkid4yo","CX02",1929,5.28493150684931,"f","H","H","cx","preschool",1,"robot",1,"CX02_robot","robot",14,"Can ___s smell things?","like when you can tell if something smells sweet, or rotten","smell things","no",0,NA,NA
"51","run_05 dimkid4yo","CX02",1929,5.28493150684931,"f","H","H","cx","preschool",1,"robot",1,"CX02_robot","robot",15,"Can ___s know stuff?","like when you know a fact or know how to do something","know stuff","no",0,NA,NA
"52","run_05 dimkid4yo","CX02",1929,5.28493150684931,"f","H","H","cx","preschool",1,"robot",1,"CX02_robot","robot",16,"Can ___s feel happy?","like when you feel good","feel happy","yes",1,NA,NA
"53","run_05 dimkid4yo","CX02",1929,5.28493150684931,"f","H","H","cx","preschool",1,"robot",1,"CX02_robot","robot",17,"Can ___s feel hungry?","like when you feel like you need to eat something","feel hungry","no",0,NA,NA
"54","run_05 dimkid4yo","CX02",1929,5.28493150684931,"f","H","H","cx","preschool",1,"robot",1,"CX02_robot","robot",18,"Can ___s think?","like when you have a thought or an idea about something","think","no",0,NA,NA
"55","run_05 dimkid4yo","CX02",1929,5.28493150684931,"f","H","H","cx","preschool",2,"beetle",5,"CX02_beetle","don't know",1,"Can ___s think?","like when you have a thought or an idea about something","think","yes",1,NA,NA
"56","run_05 dimkid4yo","CX02",1929,5.28493150684931,"f","H","H","cx","preschool",2,"beetle",5,"CX02_beetle","don't know",2,"Can ___s feel hungry?","like when you feel like you need to eat something","feel hungry","yes",1,NA,NA
"57","run_05 dimkid4yo","CX02",1929,5.28493150684931,"f","H","H","cx","preschool",2,"beetle",5,"CX02_beetle","don't know",3,"Can ___s feel happy?","like when you feel good","feel happy","yes",1,NA,NA
"58","run_05 dimkid4yo","CX02",1929,5.28493150684931,"f","H","H","cx","preschool",2,"beetle",5,"CX02_beetle","don't know",4,"Can ___s know stuff?","like when you know a fact or know how to do something","know stuff","yes",1,NA,NA
"59","run_05 dimkid4yo","CX02",1929,5.28493150684931,"f","H","H","cx","preschool",2,"beetle",5,"CX02_beetle","don't know",5,"Can ___s smell things?","like when you can tell if something smells sweet, or rotten","smell things","yes",1,NA,NA
"60","run_05 dimkid4yo","CX02",1929,5.28493150684931,"f","H","H","cx","preschool",2,"beetle",5,"CX02_beetle","don't know",6,"Can ___s get thirsty?","like when you feel like you need to drink something","get thirsty","yes",1,NA,NA
"61","run_05 dimkid4yo","CX02",1929,5.28493150684931,"f","H","H","cx","preschool",2,"beetle",5,"CX02_beetle","don't know",7,"Can ___s feel sick?","like when you feel like you might throw up","feel sick","yes",1,NA,NA
"62","run_05 dimkid4yo","CX02",1929,5.28493150684931,"f","H","H","cx","preschool",2,"beetle",5,"CX02_beetle","don't know",8,"Can ___s see?","like when you see all the things that are around you","see","yes",1,NA,NA
"63","run_05 dimkid4yo","CX02",1929,5.28493150684931,"f","H","H","cx","preschool",2,"beetle",5,"CX02_beetle","don't know",9,"Can ___s get scared?","like when you feel afraid","get scared","no",0,NA,NA
"64","run_05 dimkid4yo","CX02",1929,5.28493150684931,"f","H","H","cx","preschool",2,"beetle",5,"CX02_beetle","don't know",10,"Can ___s figure things out?","like when you solve a puzzle or learn something new","figure things out","no",0,NA,NA
"65","run_05 dimkid4yo","CX02",1929,5.28493150684931,"f","H","H","cx","preschool",2,"beetle",5,"CX02_beetle","don't know",11,"Can ___s feel tired?","like when you feel sleepy","feel tired","yes",1,NA,NA
"66","run_05 dimkid4yo","CX02",1929,5.28493150684931,"f","H","H","cx","preschool",2,"beetle",5,"CX02_beetle","don't know",12,"Can ___s get lonely?","like when you feel sad because you miss somebody","get lonely","yes",1,NA,NA
"67","run_05 dimkid4yo","CX02",1929,5.28493150684931,"f","H","H","cx","preschool",2,"beetle",5,"CX02_beetle","don't know",13,"Can ___s hate someone?","like when you really don't like somebody","hate someone","no",0,NA,NA
"68","run_05 dimkid4yo","CX02",1929,5.28493150684931,"f","H","H","cx","preschool",2,"beetle",5,"CX02_beetle","don't know",14,"Can ___s remember things?","like when you remember something that happened yesterday","remember things","yes",1,NA,NA
"69","run_05 dimkid4yo","CX02",1929,5.28493150684931,"f","H","H","cx","preschool",2,"beetle",5,"CX02_beetle","don't know",15,"Can ___s get sad?","like when you feel unhappy","get sad","kinda",0.5,NA,NA
"70","run_05 dimkid4yo","CX02",1929,5.28493150684931,"f","H","H","cx","preschool",2,"beetle",5,"CX02_beetle","don't know",16,"Can ___s feel sorry?","like when you feel bad because you hurt somebody else","feel sorry","no",0,NA,NA
"71","run_05 dimkid4yo","CX02",1929,5.28493150684931,"f","H","H","cx","preschool",2,"beetle",5,"CX02_beetle","don't know",17,"Can ___s hear?","like when you hear sounds and noises","hear","yes",1,NA,NA
"72","run_05 dimkid4yo","CX02",1929,5.28493150684931,"f","H","H","cx","preschool",2,"beetle",5,"CX02_beetle","don't know",18,"Can ___s love someone?","like when you really like somebody and care about them a lot","love someone","no",0,NA,NA
"73","run_05 dimkid4yo","CX03",1966,5.38630136986301,"f","A","A","cx","preschool",1,"beetle",2,"CX03_beetle","bug",1,"Can ___s feel happy?","like when you feel good","feel happy","kinda",0.5,NA,NA
"74","run_05 dimkid4yo","CX03",1966,5.38630136986301,"f","A","A","cx","preschool",1,"beetle",2,"CX03_beetle","bug",2,"Can ___s think?","like when you have a thought or an idea about something","think","kinda",0.5,NA,NA
"75","run_05 dimkid4yo","CX03",1966,5.38630136986301,"f","A","A","cx","preschool",1,"beetle",2,"CX03_beetle","bug",3,"Can ___s feel sick?","like when you feel like you might throw up","feel sick","yes",1,NA,NA
"76","run_05 dimkid4yo","CX03",1966,5.38630136986301,"f","A","A","cx","preschool",1,"beetle",2,"CX03_beetle","bug",4,"Can ___s hear?","like when you hear sounds and noises","hear","kinda",0.5,NA,NA
"77","run_05 dimkid4yo","CX03",1966,5.38630136986301,"f","A","A","cx","preschool",1,"beetle",2,"CX03_beetle","bug",5,"Can ___s figure things out?","like when you solve a puzzle or learn something new","figure things out","kinda",0.5,NA,NA
"78","run_05 dimkid4yo","CX03",1966,5.38630136986301,"f","A","A","cx","preschool",1,"beetle",2,"CX03_beetle","bug",6,"Can ___s hate someone?","like when you really don't like somebody","hate someone","no",0,NA,NA
"79","run_05 dimkid4yo","CX03",1966,5.38630136986301,"f","A","A","cx","preschool",1,"beetle",2,"CX03_beetle","bug",7,"Can ___s see?","like when you see all the things that are around you","see","kinda",0.5,NA,NA
"80","run_05 dimkid4yo","CX03",1966,5.38630136986301,"f","A","A","cx","preschool",1,"beetle",2,"CX03_beetle","bug",8,"Can ___s feel hungry?","like when you feel like you need to eat something","feel hungry","yes",1,NA,NA
"81","run_05 dimkid4yo","CX03",1966,5.38630136986301,"f","A","A","cx","preschool",1,"beetle",2,"CX03_beetle","bug",9,"Can ___s love someone?","like when you really like somebody and care about them a lot","love someone","yes",1,NA,NA
"82","run_05 dimkid4yo","CX03",1966,5.38630136986301,"f","A","A","cx","preschool",1,"beetle",2,"CX03_beetle","bug",10,"Can ___s get lonely?","like when you feel sad because you miss somebody","get lonely","kinda",0.5,NA,NA
"83","run_05 dimkid4yo","CX03",1966,5.38630136986301,"f","A","A","cx","preschool",1,"beetle",2,"CX03_beetle","bug",11,"Can ___s get sad?","like when you feel unhappy","get sad","kinda",0.5,NA,NA
"84","run_05 dimkid4yo","CX03",1966,5.38630136986301,"f","A","A","cx","preschool",1,"beetle",2,"CX03_beetle","bug",12,"Can ___s feel tired?","like when you feel sleepy","feel tired","yes",1,NA,NA
"85","run_05 dimkid4yo","CX03",1966,5.38630136986301,"f","A","A","cx","preschool",1,"beetle",2,"CX03_beetle","bug",13,"Can ___s smell things?","like when you can tell if something smells sweet, or rotten","smell things","yes",1,NA,NA
"86","run_05 dimkid4yo","CX03",1966,5.38630136986301,"f","A","A","cx","preschool",1,"beetle",2,"CX03_beetle","bug",14,"Can ___s get scared?","like when you feel afraid","get scared","kinda",0.5,NA,NA
"87","run_05 dimkid4yo","CX03",1966,5.38630136986301,"f","A","A","cx","preschool",1,"beetle",2,"CX03_beetle","bug",15,"Can ___s remember things?","like when you remember something that happened yesterday","remember things","kinda",0.5,NA,NA
"88","run_05 dimkid4yo","CX03",1966,5.38630136986301,"f","A","A","cx","preschool",1,"beetle",2,"CX03_beetle","bug",16,"Can ___s get thirsty?","like when you feel like you need to drink something","get thirsty","kinda",0.5,NA,NA
"89","run_05 dimkid4yo","CX03",1966,5.38630136986301,"f","A","A","cx","preschool",1,"beetle",2,"CX03_beetle","bug",17,"Can ___s feel sorry?","like when you feel bad because you hurt somebody else","feel sorry","yes",1,NA,NA
"90","run_05 dimkid4yo","CX03",1966,5.38630136986301,"f","A","A","cx","preschool",1,"beetle",2,"CX03_beetle","bug",18,"Can ___s know stuff?","like when you know a fact or know how to do something","know stuff","yes",1,NA,NA
"91","run_05 dimkid4yo","CX03",1966,5.38630136986301,"f","A","A","cx","preschool",2,"robot",6,"CX03_robot","robot",1,"Can ___s know stuff?","like when you know a fact or know how to do something","know stuff","kinda",0.5,NA,NA
"92","run_05 dimkid4yo","CX03",1966,5.38630136986301,"f","A","A","cx","preschool",2,"robot",6,"CX03_robot","robot",2,"Can ___s feel sorry?","like when you feel bad because you hurt somebody else","feel sorry","yes",1,NA,NA
"93","run_05 dimkid4yo","CX03",1966,5.38630136986301,"f","A","A","cx","preschool",2,"robot",6,"CX03_robot","robot",3,"Can ___s get thirsty?","like when you feel like you need to drink something","get thirsty","kinda",0.5,NA,NA
"94","run_05 dimkid4yo","CX03",1966,5.38630136986301,"f","A","A","cx","preschool",2,"robot",6,"CX03_robot","robot",4,"Can ___s remember things?","like when you remember something that happened yesterday","remember things","kinda",0.5,NA,NA
"95","run_05 dimkid4yo","CX03",1966,5.38630136986301,"f","A","A","cx","preschool",2,"robot",6,"CX03_robot","robot",5,"Can ___s get scared?","like when you feel afraid","get scared","kinda",0.5,NA,NA
"96","run_05 dimkid4yo","CX03",1966,5.38630136986301,"f","A","A","cx","preschool",2,"robot",6,"CX03_robot","robot",6,"Can ___s smell things?","like when you can tell if something smells sweet, or rotten","smell things","yes",1,NA,NA
"97","run_05 dimkid4yo","CX03",1966,5.38630136986301,"f","A","A","cx","preschool",2,"robot",6,"CX03_robot","robot",7,"Can ___s feel tired?","like when you feel sleepy","feel tired","yes",1,NA,NA
"98","run_05 dimkid4yo","CX03",1966,5.38630136986301,"f","A","A","cx","preschool",2,"robot",6,"CX03_robot","robot",8,"Can ___s get sad?","like when you feel unhappy","get sad","yes",1,NA,NA
"99","run_05 dimkid4yo","CX03",1966,5.38630136986301,"f","A","A","cx","preschool",2,"robot",6,"CX03_robot","robot",9,"Can ___s get lonely?","like when you feel sad because you miss somebody","get lonely","yes",1,NA,NA
"100","run_05 dimkid4yo","CX03",1966,5.38630136986301,"f","A","A","cx","preschool",2,"robot",6,"CX03_robot","robot",10,"Can ___s love someone?","like when you really like somebody and care about them a lot","love someone","yes",1,NA,NA
"101","run_05 dimkid4yo","CX03",1966,5.38630136986301,"f","A","A","cx","preschool",2,"robot",6,"CX03_robot","robot",11,"Can ___s feel hungry?","like when you feel like you need to eat something","feel hungry","yes",1,NA,NA
"102","run_05 dimkid4yo","CX03",1966,5.38630136986301,"f","A","A","cx","preschool",2,"robot",6,"CX03_robot","robot",12,"Can ___s see?","like when you see all the things that are around you","see","no",0,NA,NA
"103","run_05 dimkid4yo","CX03",1966,5.38630136986301,"f","A","A","cx","preschool",2,"robot",6,"CX03_robot","robot",13,"Can ___s hate someone?","like when you really don't like somebody","hate someone","no",0,NA,NA
"104","run_05 dimkid4yo","CX03",1966,5.38630136986301,"f","A","A","cx","preschool",2,"robot",6,"CX03_robot","robot",14,"Can ___s figure things out?","like when you solve a puzzle or learn something new","figure things out","yes",1,NA,NA
"105","run_05 dimkid4yo","CX03",1966,5.38630136986301,"f","A","A","cx","preschool",2,"robot",6,"CX03_robot","robot",15,"Can ___s hear?","like when you hear sounds and noises","hear","kinda",0.5,NA,NA
"106","run_05 dimkid4yo","CX03",1966,5.38630136986301,"f","A","A","cx","preschool",2,"robot",6,"CX03_robot","robot",16,"Can ___s feel sick?","like when you feel like you might throw up","feel sick","yes",1,NA,NA
"107","run_05 dimkid4yo","CX03",1966,5.38630136986301,"f","A","A","cx","preschool",2,"robot",6,"CX03_robot","robot",17,"Can ___s think?","like when you have a thought or an idea about something","think","yes",1,NA,NA
"108","run_05 dimkid4yo","CX03",1966,5.38630136986301,"f","A","A","cx","preschool",2,"robot",6,"CX03_robot","robot",18,"Can ___s feel happy?","like when you feel good","feel happy","yes",1,NA,NA
"109","run_05 dimkid4yo","CX04",1728,4.73424657534247,"f","C SN","multiple","cx","preschool",1,"robot",2,"CX04_robot","robot",1,"Can ___s feel happy?","like when you feel good","feel happy","kinda",0.5,NA,NA
"110","run_05 dimkid4yo","CX04",1728,4.73424657534247,"f","C SN","multiple","cx","preschool",1,"robot",2,"CX04_robot","robot",2,"Can ___s think?","like when you have a thought or an idea about something","think","no",0,NA,NA
"111","run_05 dimkid4yo","CX04",1728,4.73424657534247,"f","C SN","multiple","cx","preschool",1,"robot",2,"CX04_robot","robot",3,"Can ___s feel sick?","like when you feel like you might throw up","feel sick","no",0,NA,NA
"112","run_05 dimkid4yo","CX04",1728,4.73424657534247,"f","C SN","multiple","cx","preschool",1,"robot",2,"CX04_robot","robot",4,"Can ___s hear?","like when you hear sounds and noises","hear","yes",1,NA,NA
"113","run_05 dimkid4yo","CX04",1728,4.73424657534247,"f","C SN","multiple","cx","preschool",1,"robot",2,"CX04_robot","robot",5,"Can ___s figure things out?","like when you solve a puzzle or learn something new","figure things out","no",0,NA,NA
"114","run_05 dimkid4yo","CX04",1728,4.73424657534247,"f","C SN","multiple","cx","preschool",1,"robot",2,"CX04_robot","robot",6,"Can ___s hate someone?","like when you really don't like somebody","hate someone","yes",1,NA,NA
"115","run_05 dimkid4yo","CX04",1728,4.73424657534247,"f","C SN","multiple","cx","preschool",1,"robot",2,"CX04_robot","robot",7,"Can ___s see?","like when you see all the things that are around you","see","yes",1,NA,NA
"116","run_05 dimkid4yo","CX04",1728,4.73424657534247,"f","C SN","multiple","cx","preschool",1,"robot",2,"CX04_robot","robot",8,"Can ___s feel hungry?","like when you feel like you need to eat something","feel hungry","no",0,NA,NA
"117","run_05 dimkid4yo","CX04",1728,4.73424657534247,"f","C SN","multiple","cx","preschool",1,"robot",2,"CX04_robot","robot",9,"Can ___s love someone?","like when you really like somebody and care about them a lot","love someone","no",0,NA,NA
"118","run_05 dimkid4yo","CX04",1728,4.73424657534247,"f","C SN","multiple","cx","preschool",1,"robot",2,"CX04_robot","robot",10,"Can ___s get lonely?","like when you feel sad because you miss somebody","get lonely","yes",1,NA,NA
"119","run_05 dimkid4yo","CX04",1728,4.73424657534247,"f","C SN","multiple","cx","preschool",1,"robot",2,"CX04_robot","robot",11,"Can ___s get sad?","like when you feel unhappy","get sad","yes",1,NA,NA
"120","run_05 dimkid4yo","CX04",1728,4.73424657534247,"f","C SN","multiple","cx","preschool",1,"robot",2,"CX04_robot","robot",12,"Can ___s feel tired?","like when you feel sleepy","feel tired","yes",1,NA,NA
"121","run_05 dimkid4yo","CX04",1728,4.73424657534247,"f","C SN","multiple","cx","preschool",1,"robot",2,"CX04_robot","robot",13,"Can ___s smell things?","like when you can tell if something smells sweet, or rotten","smell things","no",0,NA,NA
"122","run_05 dimkid4yo","CX04",1728,4.73424657534247,"f","C SN","multiple","cx","preschool",1,"robot",2,"CX04_robot","robot",14,"Can ___s get scared?","like when you feel afraid","get scared","yes",1,NA,NA
"123","run_05 dimkid4yo","CX04",1728,4.73424657534247,"f","C SN","multiple","cx","preschool",1,"robot",2,"CX04_robot","robot",15,"Can ___s remember things?","like when you remember something that happened yesterday","remember things","yes",1,NA,NA
"124","run_05 dimkid4yo","CX04",1728,4.73424657534247,"f","C SN","multiple","cx","preschool",1,"robot",2,"CX04_robot","robot",16,"Can ___s get thirsty?","like when you feel like you need to drink something","get thirsty","no",0,NA,NA
"125","run_05 dimkid4yo","CX04",1728,4.73424657534247,"f","C SN","multiple","cx","preschool",1,"robot",2,"CX04_robot","robot",17,"Can ___s feel sorry?","like when you feel bad because you hurt somebody else","feel sorry","yes",1,NA,NA
"126","run_05 dimkid4yo","CX04",1728,4.73424657534247,"f","C SN","multiple","cx","preschool",1,"robot",2,"CX04_robot","robot",18,"Can ___s know stuff?","like when you know a fact or know how to do something","know stuff","yes",1,NA,NA
"127","run_05 dimkid4yo","CX04",1728,4.73424657534247,"f","C SN","multiple","cx","preschool",2,"beetle",6,"CX04_beetle","ladybug",1,"Can ___s know stuff?","like when you know a fact or know how to do something","know stuff","no",0,NA,NA
"128","run_05 dimkid4yo","CX04",1728,4.73424657534247,"f","C SN","multiple","cx","preschool",2,"beetle",6,"CX04_beetle","ladybug",2,"Can ___s feel sorry?","like when you feel bad because you hurt somebody else","feel sorry","no",0,NA,NA
